Angel|0|Barakiel Card|https://www.angelbattles.com/images/Angels/BarakielCardSimple.png|Barakiel is a common blue aura angel with a warriors spirit. Grab your first angel card for free.|https://www.angelbattles.com/getcard?type=angel&seriesid=0
Angel|1|Zadkiel|https://www.angelbattles.com/images/Angels/ZadkielCardSimple.png|Zadkiel is the angel of mercy with yellow aura strength. She is a solid addition to any team.|https://www.angelbattles.com/getcard?type=angel&seriesid=1
Angel|2|Lucifer|https://www.angelbattles.com/images/Angels/LuciferCardSimple.png|Lucifer is one of the strongest cards in the game! His purple aura gives him the strength of blue and red auras.|https://www.angelbattles.com/getcard?type=angel&seriesid=2
Angel|3|Michael|https://www.angelbattles.com/images/Angels/MichaelCardSimple.png|The leader of the Armies of Heaven, Michael is one of the strongest cards in the game! His orange aura allows him to train with both yellow and red aura pets.|https://www.angelbattles.com/getcard?type=angel&seriesid=3
Angel|4|Arel|https://www.angelbattles.com/images/Angels/ArelCardSimple.png|The Angel of Fire. A menacing force that should not be reckoned with. Using her power of fire to destroy what she wishes.|https://www.angelbattles.com/getcard?type=angel&seriesid=4
Angel|5|Raguel|https://www.angelbattles.com/images/Angels/RaguelCardSimple.png|The Angel of Justice. This angel has always kept fallen angels in line, reining down heinous judgement on those who challenge him.|https://www.angelbattles.com/getcard?type=angel&seriesid=5
Angel|6|Lilith|https://www.angelbattles.com/images/Angels/LilithCardSimple.png|Seductive Demon. Despite her beautiful looks and charm, dont be fooled she is a dangerous demon of the night. She is to be feared, and makes a vital asset to your team.|https://www.angelbattles.com/getcard?type=angel&seriesid=6
Angel|7|Fulac|https://www.angelbattles.com/images/Angels/FurlacCardSimple.png|Angel of the Earth. Drawing her strength from the powers of the earth, she can destroy any demonic threat with ease.|https://www.angelbattles.com/getcard?type=angel&seriesid=7
Angel|8|Azazel|https://www.angelbattles.com/images/Angels/AzazelCardSimple.png|Demon of weapons, disguise. A fallen angel given a demonic appearance, his evil led to the corruption of all humanity.|https://www.angelbattles.com/getcard?type=angel&seriesid=8
Angel|9|Eleleth|https://www.angelbattles.com/images/Angels/ElelethCardSimple.png|Angel of Peace. Spending an eternity trying to end enmity between various peoples and nations.|https://www.angelbattles.com/getcard?type=angel&seriesid=9
Angel|10|Verin|https://www.angelbattles.com/images/Angels/VerinCardSimple.png|Demon of impatience. He jumps into any confrontation headfirst, without taking time to weigh the consequences.|https://www.angelbattles.com/getcard?type=angel&seriesid=10
Angel|11|Ziwa|https://www.angelbattles.com/images/Angels/ZiwaCardSimple.png|Angel of Light. In this world of darkness, she holds the power to bring light and destory evil. Match her with pets with a strong yellow aura for extra damage.|https://www.angelbattles.com/getcard?type=angel&seriesid=11
Angel|12|Cimeriel|https://www.angelbattles.com/images/Angels/CimerielCardSimple.png|The Darkness of God. Warior that rides through the ages seeking the ruin of all those who dare stand in his way.|https://www.angelbattles.com/getcard?type=angel&seriesid=12
Angel|13|Numinel|https://www.angelbattles.com/images/Angels/NuminelCardSimple.png|Angel of Knowledge. With the ancient knowledge of spells, Numinel is able to hand out a beat down.|https://www.angelbattles.com/getcard?type=angel&seriesid=13
Angel|14|BatGol|https://www.angelbattles.com/images/Angels/BatGolCardSimple.png|Angel of Heavenly Voice. The singing is imminent, and it is definitely over when she rains her fury down.|https://www.angelbattles.com/getcard?type=angel&seriesid=14
Angel|15|Gabriel|https://www.angelbattles.com/images/Angels/GabrielCardSimple.png|Archangel. Messenger of God. He can see straight through any plot. This powerful blue aura angel is a powerful addition to your team.|https://www.angelbattles.com/getcard?type=angel&seriesid=15
Angel|16|Metatron|https://www.angelbattles.com/images/Angels/MetatronCardSimple.png|Powerful Kingly Angel. Archangel. As the mediator between God and man, he appears with crystalline armor and hand to settle any deeds.|https://www.angelbattles.com/getcard?type=angel&seriesid=16
Angel|17|Rafael|https://www.angelbattles.com/images/Angels/RafaelCardSimple.png|"Archangel. Whose name means ""God heals"", designated for physical and emotional healing. The warrior of travelers keeping them safe and ensuring harmonious journeys."|https://www.angelbattles.com/getcard?type=angel&seriesid=17
Angel|18|Melchezidek|https://www.angelbattles.com/images/Angels/MelchezidekCardSimple.png|"Archangel. His name said to mean ""King of Righteousness"". Welding a colossal hammer of destruction, he is able to release spirits and destruction on a massive level."|https://www.angelbattles.com/getcard?type=angel&seriesid=18
Angel|19|Semyaza|https://www.angelbattles.com/images/Angels/SemyazaCardSimple.png|There are unfortold stories that Semyaza the Leader of fallen angels tried to mate with humans to create giants called Nephilim.|https://www.angelbattles.com/getcard?type=angel&seriesid=19
Angel|20|Abbadon|https://www.angelbattles.com/images/Angels/AbbadonCardSimple.png|"Demon of War. Abaddon is known as the ""Destroyer"" and as the queen of a plague of locusts that torments those who do not bear a seal of God on their foreheads."|https://www.angelbattles.com/getcard?type=angel&seriesid=20
Angel|21|Baalzebub|https://www.angelbattles.com/images/Angels/BaalzebubCardSimple.png|Prince of Demons. The Lord of the Flies. Wheather it is demonic possesion, one thing is for sure--you do not want this demon fighting against you.|https://www.angelbattles.com/getcard?type=angel&seriesid=21
Angel|22|Ben Ben|https://www.angelbattles.com/images/Angels/BenNez.png|Wind Angel. Ben Nez exercises dominion over the wind. It is said that he protects the world from be destroyed by the demon winds.|https://www.angelbattles.com/getcard?type=angel&seriesid=22
Angel|23|Jophiel Angels|https://www.angelbattles.com/images/Angels/Jophiel.png|Archangel. Baby cherub who was sent to guard Eden after the fall. Bearing an omnidirectional flaming sword anything is easy to defeat. This is the last and most powerful angel that can be created in Angel Battles.|https://www.angelbattles.com/getcard?type=angel&seriesid=23
Pet|24|Gecko|https://www.angelbattles.com/images/Pets/GeckoCardSimple.png|Domestic. Unbreedable. Reptilian Line.|https://www.angelbattles.com/GetCard?type=pet&seriesid=1
Pet|25|Parakeet|https://www.angelbattles.com/images/Pets/ParakeetCardSimple.png|Domestic. Unbreedable. Avian Line.|https://www.angelbattles.com/GetCard?type=pet&seriesid=2
Pet|26|AngryKitty|https://www.angelbattles.com/images/Pets/AngryKittyCardSimple.png|Domestic. Unbreedable. Feline Line.|https://www.angelbattles.com/GetCard?type=pet&seriesid=3
Pet|27|Horse|https://www.angelbattles.com/images/Pets/HorseCardSimple.png|Domestic. Unbreedable. Equine Line.|https://www.angelbattles.com/GetCard?type=pet&seriesid=4
Pet|28|RockDragon|https://www.angelbattles.com/images/Pets/RockDragonCardSimple.png|Level 3 Pet|https://www.angelbattles.com/images/Pets/RockDragonCardSimple.png
Pet|29|Archaeopteryx|https://www.angelbattles.com/images/Pets/ArchaeopteryxCardSimple.png|Level 3 Pet|https://www.angelbattles.com/images/Pets/ArchaeopteryxCardSimple.png
Pet|30|Sabortooth|https://www.angelbattles.com/images/Pets/SabortoothCardSimple.png|Level 3 Pet|https://www.angelbattles.com/images/Pets/SabortoothCardSimple.png
Pet|31|Pegasus|https://www.angelbattles.com/images/Pets/PegasusCardSimple.png|Level 3 Pet|https://www.angelbattles.com/images/Pets/PegasusCardSimple.png
Pet|32|DireDragon|https://www.angelbattles.com/images/Pets/DireDragonCardSimple.png|Level 4 Pet|https://www.angelbattles.com/images/Pets/DireDragonCardSimple.png
Pet|33|Phoenix|https://www.angelbattles.com/images/Pets/PhoenixCardSimple.png|Level 4 Pet|https://www.angelbattles.com/images/Pets/PhoenixCardSimple.png
Pet|34|Liger|https://www.angelbattles.com/images/Pets/LigerCardSimple.png|Level 4 Pet|https://www.angelbattles.com/images/Pets/LigerCardSimple.png
Pet|35|Alicorn|https://www.angelbattles.com/images/Pets/AlicornCardSimple.png|Level 4 Pet|https://www.angelbattles.com/images/Pets/AlicornCardSimple.png
Pet|36|Bobcat|https://www.angelbattles.com/images/Pets/WildCommonPets/BobcatSimple.png|Level 2 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/BobcatSimple.png
Pet|37|Falcon|https://www.angelbattles.com/images/Pets/WildCommonPets/FalconSimple.png|Level 2 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/FalconSimple.png
Pet|38|Komodo|https://www.angelbattles.com/images/Pets/WildCommonPets/KomodoSimple.png|Level 2 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/KomodoSimple.png
Pet|39|Unicorn|https://www.angelbattles.com/images/Pets/WildCommonPets/UnicornSimple.png|Level 2 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/UnicornSimple.png
Pet|40|Fire Elemental|https://www.angelbattles.com/images/Pets/WildCommonPets/FireElementalCardSimple.png|Level 5 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/FireElementalCardSimple.png
Pet|41|Water Elemental|https://www.angelbattles.com/images/Pets/WildCommonPets/WaterElementalCardSimple.png|Level 5 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/WaterElementalCardSimple.png
Pet|42|Sun Elemental|https://www.angelbattles.com/images/Pets/WildCommonPets/SunElementalCardSimple.png|Level 5 Pet|https://www.angelbattles.com/images/Pets/WildCommonPets/SunElementalCardSimple.png
Accessory|43|4 Leaf Clover|https://www.angelbattles.com/images/Accessories/4LeafCloverSimple.png|Increase BP + 5|https://www.angelbattles.com/GetCard?type=acc&seriesid=5
Accessory|44|7 Leaf Clover|https://www.angelbattles.com/images/Accessories/7LeafCloverSimple.png|Increase BP + 15|https://www.angelbattles.com/GetCard?type=acc&seriesid=6
Accessory|45|Bird Seed|https://www.angelbattles.com/images/Accessories/BirdSeedSimple.png|Increase EXP + 20|https://www.angelbattles.com/GetCard?type=acc&seriesid=15
Accessory|46|Blue Collar|https://www.angelbattles.com/images/Accessories/BlueCollarSimple.png|Increase EXP + 40|https://www.angelbattles.com/GetCard?type=acc&seriesid=11
Accessory|47|Carrots|https://www.angelbattles.com/images/Accessories/CarrotsSimple.png|Increase Pet Luck + 5|https://www.angelbattles.com/GetCard?type=acc&seriesid=13
Accessory|48|Cat Nip|https://www.angelbattles.com/images/Accessories/CatNipSimple.png|Increase Pet Luck + 10|https://www.angelbattles.com/GetCard?type=acc&seriesid=16
Accessory|49|Citrine Collar|https://www.angelbattles.com/images/Accessories/CitrineCollarSimple.png|Increaes Pet Red Aura + 6|https://www.angelbattles.com/GetCard?type=acc&seriesid=10
Accessory|50|Cosmic Scroll|https://www.angelbattles.com/images/Accessories/CosmicScrollSimple.png|Increase Pet Red Aura + 12|https://www.angelbattles.com/GetCard?type=acc&seriesid=4
Accessory|51|Cricket Cricket|https://www.angelbattles.com/images/Accessories/CricketSimple.png|Increase Pet Yellow Aura + 6|https://www.angelbattles.com/GetCard?type=acc&seriesid=14
Accessory|52|Holy Light|https://www.angelbattles.com/images/Accessories/HolyLightSimple.png|Increase Pet Yellow Aura + 12|https://www.angelbattles.com/GetCard?type=acc&seriesid=18
Accessory|53|Leather Bracer|https://www.angelbattles.com/images/Accessories/LeatherBracerSimple.png|Increase Pet Blue Aura + 6|https://www.angelbattles.com/GetCard?type=acc&seriesid=1
Accessory|54|Lightning Rod|https://www.angelbattles.com/images/Accessories/LightningRodSimple.png|Increase Pet Blue Aura + 12|https://www.angelbattles.com/GetCard?type=acc&seriesid=17
Accessory|55|Metal Bracers|https://www.angelbattles.com/images/Accessories/MetalBracersSimple.png|Increase chance of fighting Horse Line|https://www.angelbattles.com/GetCard?type=acc&seriesid=2
Accessory|56|Red Collar|https://www.angelbattles.com/images/Accessories/RedCollarSimple.png|Increase chance of fighting Lizard Line|https://www.angelbattles.com/GetCard?type=acc&seriesid=7
Accessory|57|Ruby Collar|https://www.angelbattles.com/images/Accessories/RubyCollarSimple.png|Increase chance of fighting Avian Line|https://www.angelbattles.com/GetCard?type=acc&seriesid=8
Accessory|58|Sapphire Collar|https://www.angelbattles.com/images/Accessories/SapphireCollarSimple.png|Increase chance of fighting Feline Line|https://www.angelbattles.com/GetCard?type=acc&seriesid=12
Accessory|59|Scholars Scroll|https://www.angelbattles.com/images/Accessories/ScholarsScrollSimple.png|Increase chance of fighting Elemental|https://www.angelbattles.com/GetCard?type=acc&seriesid=3
Accessory|60|Yellow Collar|https://www.angelbattles.com/images/Accessories/YellowCollarSimple.png|Increase VS battle power against fallen angels|https://www.angelbattles.com/GetCard?type=acc&seriesid=9
Metal|61|1 ply medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|2 ply medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Cardboard Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Bronze Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Silver Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Gold Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Platinum Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Stupid Fluffy Pink Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Orichalcum Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Diamond Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Titanium Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
Metal|61|Zeronium Medal|https://www.angelbattles.com/images/Site/Logo.png|Medal|https://www.angelbattles.com/images/Site/Logo.png
